TAX,ASSESSED
FULL MKT VAL,564971
COUNTY TAXABLE,15275
VILLAGE TAXABLE,15275
SCHOOL TAXABLE,13445
FULL MKT VAL,862994
COUNTY TAXABLE,12000
VILLAGE TAXABLE,12000
SCHOOL TAXABLE,10170
FULL MKT VAL,677966
COUNTY TAXABLE,11100
VILLAGE TAXABLE,11100
SCHOOL TAXABLE,9270
FULL MKT VAL,627118
COUNTY TAXABLE,12800
VILLAGE TAXABLE,12800
SCHOOL TAXABLE,10970
FULL MKT VAL,723163
COUNTY TAXABLE,14550
VILLAGE TAXABLE,14550
SCHOOL TAXABLE,12720
FULL MKT VAL,822033
COUNTY TAXABLE,13700
VILLAGE TAXABLE,13700
SCHOOL TAXABLE,9910
FULL MKT VAL,774011
COUNTY TAXABLE,2100
VILLAGE TAXABLE,2100
SCHOOL TAXABLE,2100
FULL MKT VAL,118644
COUNTY TAXABLE,16300
VILLAGE TAXABLE,16300
SCHOOL TAXABLE,14470
FULL MKT VAL,920903
COUNTY TAXABLE,15200
VILLAGE TAXABLE,15200
SCHOOL TAXABLE,13370
FULL MKT VAL,858757
COUNTY TAXABLE,20550
VILLAGE TAXABLE,20550
SCHOOL TAXABLE,20550
FULL MKT VAL,1161016
COUNTY TAXABLE,15700
VILLAGE TAXABLE,15700
SCHOOL TAXABLE,13870
FULL MKT VAL,887005
COUNTY TAXABLE,17500
VILLAGE TAXABLE,17500
SCHOOL TAXABLE,17500
FULL MKT VAL,988700
COUNTY TAXABLE,24100
VILLAGE TAXABLE,24100
SCHOOL TAXABLE,22270
FULL MKT VAL,1361581
COUNTY TAXABLE,25675
VILLAGE TAXABLE,25675
SCHOOL TAXABLE,23845
FULL MKT VAL,1450564
COUNTY TAXABLE,21300
VILLAGE TAXABLE,21300
SCHOOL TAXABLE,19470
FULL MKT VAL,1203389
COUNTY TAXABLE,18150
VILLAGE TAXABLE,18150
SCHOOL TAXABLE,18150
FULL MKT VAL,1025423
COUNTY TAXABLE,10900
VILLAGE TAXABLE,10900
SCHOOL TAXABLE,10900
FULL MKT VAL,615819
COUNTY TAXABLE,47625
VILLAGE TAXABLE,47625
SCHOOL TAXABLE,45795
FULL MKT VAL,2690677
COUNTY TAXABLE,28200
VILLAGE TAXABLE,28200
SCHOOL TAXABLE,28200
FULL MKT VAL,1593220
COUNTY TAXABLE,30200
VILLAGE TAXABLE,30200
SCHOOL TAXABLE,30200
FULL MKT VAL,1706214
COUNTY TAXABLE,25600
VILLAGE TAXABLE,25600
SCHOOL TAXABLE,23770
FULL MKT VAL,1446327
COUNTY TAXABLE,31300
VILLAGE TAXABLE,31300
SCHOOL TAXABLE,29470
FULL MKT VAL,1768361
COUNTY TAXABLE,24140
VILLAGE TAXABLE,24140
SCHOOL TAXABLE,25150
FULL MKT VAL,1420903
COUNTY TAXABLE,26400
VILLAGE TAXABLE,26400
SCHOOL TAXABLE,26400
FULL MKT VAL,1491525
COUNTY TAXABLE,22000
VILLAGE TAXABLE,22000
SCHOOL TAXABLE,20170
FULL MKT VAL,1242937
COUNTY TAXABLE,23400
VILLAGE TAXABLE,23400
SCHOOL TAXABLE,21570
FULL MKT VAL,1322033
COUNTY TAXABLE,20675
VILLAGE TAXABLE,20675
SCHOOL TAXABLE,18845
FULL MKT VAL,1168079
COUNTY TAXABLE,15290
VILLAGE TAXABLE,15290
FULL MKT VAL,920903
SCHOOL TAXABLE,14470
COUNTY TAXABLE,16800
VILLAGE TAXABLE,16800
SCHOOL TAXABLE,14970
FULL MKT VAL,949152
COUNTY TAXABLE,21192
VILLAGE TAXABLE,21192
SCHOOL TAXABLE,21045
FULL MKT VAL,1292372
COUNTY TAXABLE,21300
VILLAGE TAXABLE,21300
SCHOOL TAXABLE,19470
FULL MKT VAL,1203389
COUNTY TAXABLE,23000
VILLAGE TAXABLE,23000
SCHOOL TAXABLE,23000
FULL MKT VAL,1299435
COUNTY TAXABLE,21100
VILLAGE TAXABLE,21100
SCHOOL TAXABLE,19270
FULL MKT VAL,1192090
COUNTY TAXABLE,21000
VILLAGE TAXABLE,21000
SCHOOL TAXABLE,19170
FULL MKT VAL,1186440
COUNTY TAXABLE,19300
VILLAGE TAXABLE,19300
SCHOOL TAXABLE,17470
FULL MKT VAL,1090395
COUNTY TAXABLE,18000
VILLAGE TAXABLE,18000
SCHOOL TAXABLE,18000
FULL MKT VAL,1016949
COUNTY TAXABLE,21125
VILLAGE TAXABLE,21125
SCHOOL TAXABLE,21125
FULL MKT VAL,1193502
COUNTY TAXABLE,18375
VILLAGE TAXABLE,18375
SCHOOL TAXABLE,16545
FULL MKT VAL,1038135
COUNTY TAXABLE,21300
VILLAGE TAXABLE,21300
SCHOOL TAXABLE,21300
FULL MKT VAL,1203389
COUNTY TAXABLE,18575
VILLAGE TAXABLE,18575
SCHOOL TAXABLE,16745
FULL MKT VAL,1049435
COUNTY TAXABLE,23675
VILLAGE TAXABLE,23675
SCHOOL TAXABLE,23675
FULL MKT VAL,1337570
COUNTY TAXABLE,19700
VILLAGE TAXABLE,19700
SCHOOL TAXABLE,17870
FULL MKT VAL,1112994
COUNTY TAXABLE,20250
VILLAGE TAXABLE,20250
SCHOOL TAXABLE,20250
FULL MKT VAL,1144067
COUNTY TAXABLE,25000
VILLAGE TAXABLE,25000
SCHOOL TAXABLE,25000
FULL MKT VAL,1412429
COUNTY TAXABLE,25000
VILLAGE TAXABLE,25000
SCHOOL TAXABLE,23170
FULL MKT VAL,1412429
COUNTY TAXABLE,23850
VILLAGE TAXABLE,23850
SCHOOL TAXABLE,22020
FULL MKT VAL,1347457
COUNTY TAXABLE,28850
VILLAGE TAXABLE,28850
SCHOOL TAXABLE,28850
FULL MKT VAL,1629943
COUNTY TAXABLE,21100
VILLAGE TAXABLE,21100
SCHOOL TAXABLE,21100
FULL MKT VAL,1192090
COUNTY TAXABLE,16150
VILLAGE TAXABLE,16150
SCHOOL TAXABLE,14320
FULL MKT VAL,912429
COUNTY TAXABLE,19550
VILLAGE TAXABLE,19550
SCHOOL TAXABLE,17720
FULL MKT VAL,1104519
COUNTY TAXABLE,26300
VILLAGE TAXABLE,26300
SCHOOL TAXABLE,24470
FULL MKT VAL,1485875
COUNTY TAXABLE,16050
VILLAGE TAXABLE,16050
SCHOOL TAXABLE,14220
FULL MKT VAL,906779
COUNTY TAXABLE,25300
VILLAGE TAXABLE,25300
SCHOOL TAXABLE,23470
FULL MKT VAL,1429378
COUNTY TAXABLE,16200
VILLAGE TAXABLE,16200
SCHOOL TAXABLE,16200
FULL MKT VAL,915254
COUNTY TAXABLE,22200
VILLAGE TAXABLE,22200
SCHOOL TAXABLE,22200
FULL MKT VAL,1254237
COUNTY TAXABLE,20300
VILLAGE TAXABLE,20300
SCHOOL TAXABLE,18470
FULL MKT VAL,1146892
COUNTY TAXABLE,30000
VILLAGE TAXABLE,30000
SCHOOL TAXABLE,28170
FULL MKT VAL,1694915
COUNTY TAXABLE,17600
VILLAGE TAXABLE,17600
SCHOOL TAXABLE,15770
FULL MKT VAL,994350
COUNTY TAXABLE,26975
VILLAGE TAXABLE,26975
SCHOOL TAXABLE,25145
FULL MKT VAL,1524011
COUNTY TAXABLE,31250
VILLAGE TAXABLE,31250
SCHOOL TAXABLE,29420
FULL MKT VAL,1765536
COUNTY TAXABLE,4850
VILLAGE TAXABLE,4850
SCHOOL TAXABLE,4850
FULL MKT VAL,274011
COUNTY TAXABLE,20025
VILLAGE TAXABLE,20025
SCHOOL TAXABLE,18195
FULL MKT VAL,1131355
COUNTY TAXABLE,27000
VILLAGE TAXABLE,27000
SCHOOL TAXABLE,27000
FULL MKT VAL,1525423
COUNTY TAXABLE,22450
VILLAGE TAXABLE,22450
SCHOOL TAXABLE,22450
FULL MKT VAL,1268361
COUNTY TAXABLE,18925
VILLAGE TAXABLE,18925
SCHOOL TAXABLE,17095
FULL MKT VAL,1069209
COUNTY TAXABLE,15619
VILLAGE TAXABLE,15619
SCHOOL TAXABLE,11829
FULL MKT VAL,1038135
COUNTY TAXABLE,17990
VILLAGE TAXABLE,17990
FULL MKT VAL,1073446
SCHOOL TAXABLE,17170
COUNTY TAXABLE,24650
VILLAGE TAXABLE,24650
SCHOOL TAXABLE,24650
FULL MKT VAL,1392655
COUNTY TAXABLE,24900
VILLAGE TAXABLE,24900
SCHOOL TAXABLE,24900
FULL MKT VAL,1406779
COUNTY TAXABLE,27900
VILLAGE TAXABLE,27900
SCHOOL TAXABLE,27900
FULL MKT VAL,1576271
COUNTY TAXABLE,34575
VILLAGE TAXABLE,34575
SCHOOL TAXABLE,34575
FULL MKT VAL,1953389
COUNTY TAXABLE,28175
VILLAGE TAXABLE,28175
SCHOOL TAXABLE,28175
FULL MKT VAL,1591807
COUNTY TAXABLE,22600
VILLAGE TAXABLE,22600
SCHOOL TAXABLE,22600
FULL MKT VAL,1276836
COUNTY TAXABLE,24600
VILLAGE TAXABLE,24600
SCHOOL TAXABLE,22770
FULL MKT VAL,1389830
COUNTY TAXABLE,19890
VILLAGE TAXABLE,19890
FULL MKT VAL,1242937
SCHOOL TAXABLE,22000
COUNTY TAXABLE,23675
VILLAGE TAXABLE,23675
SCHOOL TAXABLE,23675
FULL MKT VAL,1337570
COUNTY TAXABLE,21500
VILLAGE TAXABLE,21500
SCHOOL TAXABLE,19670
FULL MKT VAL,1214689
COUNTY TAXABLE,28150
VILLAGE TAXABLE,28150
SCHOOL TAXABLE,26320
FULL MKT VAL,1590395
COUNTY TAXABLE,22875
VILLAGE TAXABLE,22875
SCHOOL TAXABLE,21045
FULL MKT VAL,1292372
COUNTY TAXABLE,22100
VILLAGE TAXABLE,22100
SCHOOL TAXABLE,22100
FULL MKT VAL,1248587
COUNTY TAXABLE,22275
VILLAGE TAXABLE,22275
SCHOOL TAXABLE,22275
FULL MKT VAL,1258474
COUNTY TAXABLE,24400
VILLAGE TAXABLE,24400
SCHOOL TAXABLE,24400
FULL MKT VAL,1378531
COUNTY TAXABLE,29000
VILLAGE TAXABLE,29000
SCHOOL TAXABLE,29000
FULL MKT VAL,1638418
COUNTY TAXABLE,23800
VILLAGE TAXABLE,23800
SCHOOL TAXABLE,23800
FULL MKT VAL,1344632
COUNTY TAXABLE,28425
VILLAGE TAXABLE,28425
SCHOOL TAXABLE,28425
FULL MKT VAL,1605932
COUNTY TAXABLE,24025
VILLAGE TAXABLE,24025
SCHOOL TAXABLE,22195
FULL MKT VAL,1357344
COUNTY TAXABLE,23850
VILLAGE TAXABLE,23850
SCHOOL TAXABLE,23850
FULL MKT VAL,1347457
COUNTY TAXABLE,16275
VILLAGE TAXABLE,16275
SCHOOL TAXABLE,14445
FULL MKT VAL,919491
COUNTY TAXABLE,13700
VILLAGE TAXABLE,13700
SCHOOL TAXABLE,11870
FULL MKT VAL,774011
COUNTY TAXABLE,24600
VILLAGE TAXABLE,24600
SCHOOL TAXABLE,22770
FULL MKT VAL,1389830
COUNTY TAXABLE,14200
VILLAGE TAXABLE,14200
SCHOOL TAXABLE,12370
FULL MKT VAL,802259
COUNTY TAXABLE,14200
VILLAGE TAXABLE,14200
SCHOOL TAXABLE,14200
FULL MKT VAL,802259
COUNTY TAXABLE,13000
VILLAGE TAXABLE,13000
SCHOOL TAXABLE,13000
FULL MKT VAL,734463
COUNTY TAXABLE,16600
VILLAGE TAXABLE,16600
SCHOOL TAXABLE,14770
FULL MKT VAL,937853
COUNTY TAXABLE,16600
VILLAGE TAXABLE,16600
SCHOOL TAXABLE,14770
FULL MKT VAL,937853
COUNTY TAXABLE,14800
VILLAGE TAXABLE,14800
SCHOOL TAXABLE,11010
FULL MKT VAL,836158
COUNTY TAXABLE,17675
VILLAGE TAXABLE,17675
SCHOOL TAXABLE,17675
FULL MKT VAL,998587
COUNTY TAXABLE,16325
VILLAGE TAXABLE,16325
SCHOOL TAXABLE,14495
FULL MKT VAL,922316
COUNTY TAXABLE,21350
VILLAGE TAXABLE,21350
SCHOOL TAXABLE,21350
FULL MKT VAL,1206214
COUNTY TAXABLE,28675
VILLAGE TAXABLE,28675
SCHOOL TAXABLE,28675
FULL MKT VAL,1620056
COUNTY TAXABLE,13200
VILLAGE TAXABLE,13200
SCHOOL TAXABLE,11370
FULL MKT VAL,745762
COUNTY TAXABLE,17700
VILLAGE TAXABLE,17700
SCHOOL TAXABLE,15870
FULL MKT VAL,999999
COUNTY TAXABLE,18700
VILLAGE TAXABLE,18700
SCHOOL TAXABLE,16870
FULL MKT VAL,1056497
COUNTY TAXABLE,16800
VILLAGE TAXABLE,16800
SCHOOL TAXABLE,16800
FULL MKT VAL,949152
COUNTY TAXABLE,14417
VILLAGE TAXABLE,14417
SCHOOL TAXABLE,14270
FULL MKT VAL,909604
COUNTY TAXABLE,15375
VILLAGE TAXABLE,15375
SCHOOL TAXABLE,13545
FULL MKT VAL,868644
COUNTY TAXABLE,18050
VILLAGE TAXABLE,18050
SCHOOL TAXABLE,16220
FULL MKT VAL,1019774
COUNTY TAXABLE,17900
VILLAGE TAXABLE,17900
SCHOOL TAXABLE,17900
FULL MKT VAL,1011299
COUNTY TAXABLE,14625
VILLAGE TAXABLE,14625
SCHOOL TAXABLE,14625
FULL MKT VAL,826271
COUNTY TAXABLE,16600
VILLAGE TAXABLE,16600
SCHOOL TAXABLE,14770
FULL MKT VAL,937853
COUNTY TAXABLE,18100
VILLAGE TAXABLE,18100
SCHOOL TAXABLE,16270
FULL MKT VAL,1022598
COUNTY TAXABLE,18400
VILLAGE TAXABLE,18400
SCHOOL TAXABLE,18400
FULL MKT VAL,1039548
COUNTY TAXABLE,18475
VILLAGE TAXABLE,18475
SCHOOL TAXABLE,16645
FULL MKT VAL,1043785
COUNTY TAXABLE,18500
VILLAGE TAXABLE,18500
SCHOOL TAXABLE,14710
FULL MKT VAL,1045197
COUNTY TAXABLE,14300
VILLAGE TAXABLE,14300
SCHOOL TAXABLE,12470
FULL MKT VAL,807909
COUNTY TAXABLE,13560
VILLAGE TAXABLE,13560
SCHOOL TAXABLE,11730
FULL MKT VAL,766101
COUNTY TAXABLE,15090
VILLAGE TAXABLE,15090
SCHOOL TAXABLE,12310
FULL MKT VAL,909604
COUNTY TAXABLE,15600
VILLAGE TAXABLE,15600
SCHOOL TAXABLE,15600
FULL MKT VAL,881355
COUNTY TAXABLE,18100
VILLAGE TAXABLE,18100
SCHOOL TAXABLE,16270
FULL MKT VAL,1022598
COUNTY TAXABLE,18100
VILLAGE TAXABLE,18100
SCHOOL TAXABLE,18100
FULL MKT VAL,1022598
COUNTY TAXABLE,20000
VILLAGE TAXABLE,20000
SCHOOL TAXABLE,20000
FULL MKT VAL,1129943
COUNTY TAXABLE,17415
VILLAGE TAXABLE,17415
SCHOOL TAXABLE,16595
FULL MKT VAL,1040960
COUNTY TAXABLE,21425
VILLAGE TAXABLE,21425
SCHOOL TAXABLE,19595
FULL MKT VAL,1210451
COUNTY TAXABLE,21600
VILLAGE TAXABLE,21600
SCHOOL TAXABLE,21600
FULL MKT VAL,1220338
COUNTY TAXABLE,17085
VILLAGE TAXABLE,17085
SCHOOL TAXABLE,17085
FULL MKT VAL,965254
COUNTY TAXABLE,21125
VILLAGE TAXABLE,21125
SCHOOL TAXABLE,19295
FULL MKT VAL,1193502
COUNTY TAXABLE,15400
VILLAGE TAXABLE,15400
SCHOOL TAXABLE,13570
FULL MKT VAL,870056
COUNTY TAXABLE,16600
VILLAGE TAXABLE,16600
SCHOOL TAXABLE,14770
FULL MKT VAL,937853
COUNTY TAXABLE,17500
VILLAGE TAXABLE,17500
SCHOOL TAXABLE,17500
FULL MKT VAL,988700
COUNTY TAXABLE,16600
VILLAGE TAXABLE,16600
SCHOOL TAXABLE,14770
FULL MKT VAL,937853
COUNTY TAXABLE,19750
VILLAGE TAXABLE,19750
SCHOOL TAXABLE,19750
FULL MKT VAL,1115819
COUNTY TAXABLE,110600
VILLAGE TAXABLE,110600
SCHOOL TAXABLE,110600
FULL MKT VAL,6248587
COUNTY TAXABLE,52175
VILLAGE TAXABLE,52175
SCHOOL TAXABLE,52175
FULL MKT VAL,2947740
COUNTY TAXABLE,12300
VILLAGE TAXABLE,12300
SCHOOL TAXABLE,12300
FULL MKT VAL,694915
COUNTY TAXABLE,108000
VILLAGE TAXABLE,108000
SCHOOL TAXABLE,108000
FULL MKT VAL,6101694
COUNTY TAXABLE,14700
VILLAGE TAXABLE,14700
SCHOOL TAXABLE,14700
FULL MKT VAL,830508
COUNTY TAXABLE,51900
VILLAGE TAXABLE,51900
SCHOOL TAXABLE,51900
FULL MKT VAL,2932203
COUNTY TAXABLE,75050
VILLAGE TAXABLE,75050
SCHOOL TAXABLE,73220
FULL MKT VAL,4240112
COUNTY TAXABLE,29200
VILLAGE TAXABLE,29200
SCHOOL TAXABLE,29200
FULL MKT VAL,1649717
COUNTY TAXABLE,71650
VILLAGE TAXABLE,71650
SCHOOL TAXABLE,71650
FULL MKT VAL,4048022
COUNTY TAXABLE,12500
VILLAGE TAXABLE,12500
SCHOOL TAXABLE,12500
FULL MKT VAL,706214
COUNTY TAXABLE,134300
VILLAGE TAXABLE,134300
SCHOOL TAXABLE,134300
FULL MKT VAL,7587570
COUNTY TAXABLE,155900
VILLAGE TAXABLE,155900
SCHOOL TAXABLE,155900
FULL MKT VAL,8807909
COUNTY TAXABLE,39000
VILLAGE TAXABLE,39000
SCHOOL TAXABLE,39000
FULL MKT VAL,2203389
COUNTY TAXABLE,1600
VILLAGE TAXABLE,1600
SCHOOL TAXABLE,1600
FULL MKT VAL,90395
COUNTY TAXABLE,52700
VILLAGE TAXABLE,52700
SCHOOL TAXABLE,52700
FULL MKT VAL,2977401
COUNTY TAXABLE,31834
VILLAGE TAXABLE,31834
SCHOOL TAXABLE,35200
FULL MKT VAL,1988700
COUNTY TAXABLE,36650
VILLAGE TAXABLE,36650
SCHOOL TAXABLE,34820
FULL MKT VAL,2070621
COUNTY TAXABLE,14700
VILLAGE TAXABLE,14700
SCHOOL TAXABLE,12870
FULL MKT VAL,830508
COUNTY TAXABLE,53685
VILLAGE TAXABLE,53685
SCHOOL TAXABLE,53685
FULL MKT VAL,3033050
COUNTY TAXABLE,46300
VILLAGE TAXABLE,46300
SCHOOL TAXABLE,44470
FULL MKT VAL,2615819
COUNTY TAXABLE,51740
VILLAGE TAXABLE,51740
SCHOOL TAXABLE,51740
FULL MKT VAL,2923163
COUNTY TAXABLE,27100
VILLAGE TAXABLE,27100
SCHOOL TAXABLE,25270
FULL MKT VAL,1531073
COUNTY TAXABLE,31600
VILLAGE TAXABLE,31600
SCHOOL TAXABLE,31600
FULL MKT VAL,1785310
COUNTY TAXABLE,16990
FULL MKT VAL,1016949
VILLAGE TAXABLE,16990
SCHOOL TAXABLE,16170
COUNTY TAXABLE,102535
VILLAGE TAXABLE,102535
SCHOOL TAXABLE,102535
FULL MKT VAL,5792937
COUNTY TAXABLE,93000
VILLAGE TAXABLE,93000
SCHOOL TAXABLE,93000
FULL MKT VAL,5254237
COUNTY TAXABLE,74750
VILLAGE TAXABLE,74750
SCHOOL TAXABLE,72920
FULL MKT VAL,4223163
COUNTY TAXABLE,70775
VILLAGE TAXABLE,70775
SCHOOL TAXABLE,70775
FULL MKT VAL,3998587
COUNTY TAXABLE,113550
VILLAGE TAXABLE,113550
SCHOOL TAXABLE,113550
FULL MKT VAL,6415254
COUNTY TAXABLE,129750
VILLAGE TAXABLE,129750
SCHOOL TAXABLE,129750
FULL MKT VAL,7330508
COUNTY TAXABLE,54700
VILLAGE TAXABLE,54700
SCHOOL TAXABLE,54700
FULL MKT VAL,3090395
COUNTY TAXABLE,76650
VILLAGE TAXABLE,76650
SCHOOL TAXABLE,76650
FULL MKT VAL,4330508
COUNTY TAXABLE,53500
VILLAGE TAXABLE,53500
SCHOOL TAXABLE,51670
FULL MKT VAL,3022598
COUNTY TAXABLE,51150
VILLAGE TAXABLE,51150
SCHOOL TAXABLE,51150
FULL MKT VAL,2889830
COUNTY TAXABLE,32117
VILLAGE TAXABLE,32117
SCHOOL TAXABLE,31970
FULL MKT VAL,1909604
COUNTY TAXABLE,13975
VILLAGE TAXABLE,13975
SCHOOL TAXABLE,13975
FULL MKT VAL,789548
COUNTY TAXABLE,59625
VILLAGE TAXABLE,59625
SCHOOL TAXABLE,59625
FULL MKT VAL,3368644
COUNTY TAXABLE,144135
VILLAGE TAXABLE,144135
SCHOOL TAXABLE,144135
FULL MKT VAL,8143220
COUNTY TAXABLE,54100
VILLAGE TAXABLE,54100
SCHOOL TAXABLE,59100
FULL MKT VAL,3338983
COUNTY TAXABLE,81000
VILLAGE TAXABLE,81000
SCHOOL TAXABLE,81000
FULL MKT VAL,4576271
COUNTY TAXABLE,1000
VILLAGE TAXABLE,1000
SCHOOL TAXABLE,1000
FULL MKT VAL,56497
COUNTY TAXABLE,65700
VILLAGE TAXABLE,65700
SCHOOL TAXABLE,65700
FULL MKT VAL,3711864
COUNTY TAXABLE,98000
VILLAGE TAXABLE,98000
SCHOOL TAXABLE,98000
FULL MKT VAL,5536723
COUNTY TAXABLE,82700
VILLAGE TAXABLE,82700
SCHOOL TAXABLE,82700
FULL MKT VAL,4672316
COUNTY TAXABLE,53500
VILLAGE TAXABLE,53500
SCHOOL TAXABLE,51670
FULL MKT VAL,3022598
COUNTY TAXABLE,79400
VILLAGE TAXABLE,79400
SCHOOL TAXABLE,79400
FULL MKT VAL,4485875
COUNTY TAXABLE,54700
VILLAGE TAXABLE,54700
SCHOOL TAXABLE,54700
FULL MKT VAL,3090395
COUNTY TAXABLE,42100
VILLAGE TAXABLE,42100
SCHOOL TAXABLE,42100
FULL MKT VAL,2378531
COUNTY TAXABLE,22000
VILLAGE TAXABLE,22000
SCHOOL TAXABLE,22000
FULL MKT VAL,1242937
COUNTY TAXABLE,41375
VILLAGE TAXABLE,41375
SCHOOL TAXABLE,39545
FULL MKT VAL,2337570
COUNTY TAXABLE,79400
VILLAGE TAXABLE,79400
SCHOOL TAXABLE,79400
FULL MKT VAL,4485875
COUNTY TAXABLE,58800
VILLAGE TAXABLE,58800
SCHOOL TAXABLE,58800
FULL MKT VAL,3322033
COUNTY TAXABLE,221200
VILLAGE TAXABLE,221200
SCHOOL TAXABLE,221200
FULL MKT VAL,12497175
COUNTY TAXABLE,95100
VILLAGE TAXABLE,95100
SCHOOL TAXABLE,93270
FULL MKT VAL,5372881
COUNTY TAXABLE,5725
VILLAGE TAXABLE,5725
SCHOOL TAXABLE,1935
FULL MKT VAL,646892
COUNTY TAXABLE,19350
VILLAGE TAXABLE,19350
SCHOOL TAXABLE,17520
FULL MKT VAL,1093220
COUNTY TAXABLE,23000
VILLAGE TAXABLE,23000
SCHOOL TAXABLE,23000
FULL MKT VAL,1299435
COUNTY TAXABLE,19050
VILLAGE TAXABLE,19050
SCHOOL TAXABLE,19050
FULL MKT VAL,1076271
COUNTY TAXABLE,19350
VILLAGE TAXABLE,19350
SCHOOL TAXABLE,17520
FULL MKT VAL,1093220
COUNTY TAXABLE,37625
VILLAGE TAXABLE,37625
SCHOOL TAXABLE,37625
FULL MKT VAL,2125706
COUNTY TAXABLE,23000
VILLAGE TAXABLE,23000
SCHOOL TAXABLE,21170
FULL MKT VAL,1299435
COUNTY TAXABLE,30025
VILLAGE TAXABLE,30025
SCHOOL TAXABLE,30025
FULL MKT VAL,1696327
COUNTY TAXABLE,22850
VILLAGE TAXABLE,22850
SCHOOL TAXABLE,21020
FULL MKT VAL,1290960
COUNTY TAXABLE,18475
VILLAGE TAXABLE,18475
SCHOOL TAXABLE,16645
FULL MKT VAL,1043785
COUNTY TAXABLE,22000
VILLAGE TAXABLE,22000
SCHOOL TAXABLE,20170
FULL MKT VAL,1242937
COUNTY TAXABLE,21500
VILLAGE TAXABLE,21500
SCHOOL TAXABLE,21500
FULL MKT VAL,1214689
COUNTY TAXABLE,23825
VILLAGE TAXABLE,23825
SCHOOL TAXABLE,23825
FULL MKT VAL,1346045
COUNTY TAXABLE,19500
VILLAGE TAXABLE,19500
SCHOOL TAXABLE,19500
FULL MKT VAL,1101694
COUNTY TAXABLE,21125
VILLAGE TAXABLE,21125
SCHOOL TAXABLE,19295
FULL MKT VAL,1193502
COUNTY TAXABLE,33600
VILLAGE TAXABLE,33600
SCHOOL TAXABLE,33600
FULL MKT VAL,1898305
COUNTY TAXABLE,30700
VILLAGE TAXABLE,30700
SCHOOL TAXABLE,28870
FULL MKT VAL,1734463
COUNTY TAXABLE,23125
VILLAGE TAXABLE,23125
SCHOOL TAXABLE,21295
FULL MKT VAL,1306497
COUNTY TAXABLE,21300
VILLAGE TAXABLE,21300
SCHOOL TAXABLE,19470
FULL MKT VAL,1203389
COUNTY TAXABLE,21125
VILLAGE TAXABLE,21125
SCHOOL TAXABLE,19295
FULL MKT VAL,1193502
COUNTY TAXABLE,25725
VILLAGE TAXABLE,25725
SCHOOL TAXABLE,23895
FULL MKT VAL,1453389
COUNTY TAXABLE,19575
VILLAGE TAXABLE,19575
SCHOOL TAXABLE,17745
FULL MKT VAL,1105932
COUNTY TAXABLE,3000
VILLAGE TAXABLE,3000
SCHOOL TAXABLE,3000
FULL MKT VAL,169491
COUNTY TAXABLE,22600
VILLAGE TAXABLE,22600
SCHOOL TAXABLE,22600
FULL MKT VAL,1276836
COUNTY TAXABLE,38680
VILLAGE TAXABLE,38680
SCHOOL TAXABLE,38680
FULL MKT VAL,2185310
COUNTY TAXABLE,22375
VILLAGE TAXABLE,22375
SCHOOL TAXABLE,20545
FULL MKT VAL,1264124
COUNTY TAXABLE,19950
VILLAGE TAXABLE,19950
SCHOOL TAXABLE,18120
FULL MKT VAL,1127118
COUNTY TAXABLE,45400
VILLAGE TAXABLE,45400
SCHOOL TAXABLE,45400
FULL MKT VAL,2564971
COUNTY TAXABLE,5900
VILLAGE TAXABLE,5900
SCHOOL TAXABLE,5900
FULL MKT VAL,333333
COUNTY TAXABLE,21700
VILLAGE TAXABLE,21700
SCHOOL TAXABLE,21700
FULL MKT VAL,1225988
COUNTY TAXABLE,22000
VILLAGE TAXABLE,22000
SCHOOL TAXABLE,22000
FULL MKT VAL,1242937
COUNTY TAXABLE,21375
VILLAGE TAXABLE,21375
SCHOOL TAXABLE,21375
FULL MKT VAL,1207627
COUNTY TAXABLE,21425
VILLAGE TAXABLE,21425
SCHOOL TAXABLE,19595
FULL MKT VAL,1210451
COUNTY TAXABLE,29625
VILLAGE TAXABLE,29625
SCHOOL TAXABLE,29625
FULL MKT VAL,1673728
COUNTY TAXABLE,37400
VILLAGE TAXABLE,37400
SCHOOL TAXABLE,37400
FULL MKT VAL,2112994
COUNTY TAXABLE,29850
VILLAGE TAXABLE,29850
SCHOOL TAXABLE,29850
FULL MKT VAL,1686440
COUNTY TAXABLE,52800
VILLAGE TAXABLE,52800
SCHOOL TAXABLE,52800
FULL MKT VAL,2983050
COUNTY TAXABLE,22645
VILLAGE TAXABLE,22645
SCHOOL TAXABLE,22645
FULL MKT VAL,1279378
COUNTY TAXABLE,33175
VILLAGE TAXABLE,33175
SCHOOL TAXABLE,33175
FULL MKT VAL,1874293
COUNTY TAXABLE,23300
VILLAGE TAXABLE,23300
SCHOOL TAXABLE,23300
FULL MKT VAL,1316384
COUNTY TAXABLE,26075
VILLAGE TAXABLE,26075
SCHOOL TAXABLE,26075
FULL MKT VAL,1473163
COUNTY TAXABLE,28400
VILLAGE TAXABLE,28400
SCHOOL TAXABLE,28400
FULL MKT VAL,1604519
COUNTY TAXABLE,42250
VILLAGE TAXABLE,42250
SCHOOL TAXABLE,42250
FULL MKT VAL,2387005
COUNTY TAXABLE,8700
VILLAGE TAXABLE,8700
SCHOOL TAXABLE,8700
FULL MKT VAL,491525
COUNTY TAXABLE,2400
VILLAGE TAXABLE,2400
SCHOOL TAXABLE,2400
FULL MKT VAL,135593
